Occupation Title,Occupation Code,Employment 2019,Employment 2029,"Employment Change, 2019-2029","Employment Percent Change, 2019-2029","Occupational Openings, 2019-2029 Annual Average",Median Annual Wage 2019,Typical Entry-Level Education,Education Code,Work Experience in a Related Occupation,Workex Code,Typical on-the-job Training,trCode
Floral designers    * Corsage Maker* Floral Arranger* Floral Artist* Floral Decorator* Florist* Florist Designer* Flower Arranger,27-1023,51.8,41.4,-10.4,-20.1,3,"28,040",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Gambling cage workers    * Cage Cashier* Casino Cage Cashier* Casino Cashier* Gaming Cage Cashier* Gaming Cashier,43-3041,14.6,15.4,0.8,5.7,1.8,"28,040",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Textile, apparel, and furnishings workers, all other    * Apparel Embroidery Digitizer* Feltmaker* Hat Blocking Machine Operator* Swatch Maker* Tassel Making Machine Operator",51-6099,18.7,17.8,-0.9,-4.9,2,"27,970",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Funeral attendants    * Funeral Assistant* Funeral Attendant* Funeral Greeter* Funeral Home Assistant* Funeral Home Associate* Mortician Helper* Pallbearer* Undertaker Helper,39-4021,34.3,33.3,-1,-2.9,5,"27,930",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Teaching assistants, except postsecondary",25-9045,"1,395.90","1,446.40",50.5,3.6,140.4,"27,920","Some college, no degree",6,None,4,None,6
Pharmacy aides    * Certified Pharmacist Assistant* Pharmacist Aide* Pharmacist Assistant* Pharmacy Assistant* Pharmacy Clerk* Prescription Clerk,31-9095,37.9,32,-5.9,-15.7,3.2,"27,850",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Farmworkers, farm, ranch, and aquacultural animals    * Aquaculture Worker* Barn Hand* Barn Worker* Cattle Brander* Cattle Driver* Chicken Handler* Chicken Vaccinator* Cow Tender* Egg Gatherer* Farrowing Worker* Goat Herder* Groom* Hatchery Worker* Livestock Handler* Poultry Debeaker* Ranch Hand* Sheep Shearer* Shrimp Pond Laborer",45-2093,245.4,225.1,-20.3,-8.3,32.1,"27,830",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Cooks, restaurant    * Banquet Cook* Breakfast Cook* Chef De Partie* Line Cook* Saucier* Specialty Cook",35-2014,"1,417.30","1,744.60",327.3,23.1,237.2,"27,790",No formal educational credential,8,Less than 5 years,2,Moderate-term on-the-job training,4
"Cooks, institution and cafeteria    * Cafeteria Cook* Camp Cook* Galley Cook* Institutional Cook* Mess Cook* School Cook",35-2012,420.2,428.7,8.5,2,55.8,"27,750",No formal educational credential,8,None,4,Short-term on-the-job training,5
Bakers    * Bagel Maker* Bread Baker* Dough Maker* Pastry Baker* Pastry Finisher* Pie Baker* Pie Maker,51-3011,199.3,209.9,10.6,5.3,26,"27,700",No formal educational credential,8,None,4,Long-term on-the-job training,3
Tour and travel guides,39-7010,57.3,60.5,3.1,5.4,9.6,"27,600",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
"Food processing workers, all other    * Olive Pitter* Pasta Press Operator* Poultry Hanger* Yeast Maker",51-3099,44.2,44.1,-0.1,-0.1,4,"27,550",No formal educational credential,8,None,4,Moderate-term on-the-job training,4
"Library assistants, clerical    * Book Sorter* Braille and Talking Books Clerk* Circulation Clerk* Film Library Clerk* Library Aide* Library Assistant* Library Circulation Clerk* Library Clerk* Medical Library Assistant* Microfilm Clerk",43-4121,90.5,87,-3.5,-3.8,12.2,"27,490",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Janitors and cleaners, except maids and housekeeping cleaners    * Building Custodian* Cleaning and Maintenance Worker* Custodial Worker* Custodian* Floor Cleaner* Heavy Duty Custodian* Industrial Plant Custodian* Janitor* Office Cleaner* School Custodian* Window Cleaner* Window Washer",37-2011,"2,374.20","2,479.80",105.6,4.4,305.6,"27,430",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Door-to-door sales workers, news and street vendors, and related workers    * Newspaper Carrier* Newstand Vendor* Peddler* Souvenir Street Vendor",41-9091,72.9,58.3,-14.6,-20,6.3,"27,420",No formal educational credential,8,None,4,Short-term on-the-job training,5
Stockers and order fillers,53-7065,"2,135.80","2,151.30",15.5,0.7,254.9,"27,380",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Crematory operators and personal care and service workers, all other",39-9098,111.3,128.8,17.5,15.7,17.1,"27,130",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Physical therapist aides    * Clinical Rehabilitation Aide* Physical Therapy Aide* Physiotherapy Aide,31-2022,50.6,61.3,10.8,21.3,6.9,"27,000",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Passenger attendants    * Dining Car Steward* Ship Steward* Sleeping Car Service Attendant* Train Attendant,53-6061,28,29.2,1.2,4.4,3.7,"26,570",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Entertainment attendants and related workers, all other    * Jockey Valet",39-3099,4.8,5.1,0.3,6.2,1.1,"26,460",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Sewing machine operators    * Blind Stitch Machine Operator* Button Sewing Machine Operator* Carpet Sewing Machine Operator* Custom T-Shirt Embroidery Machine Operator* Embroidery Machine Operator* Hemming and Tacking Machine Operator* Ultrasonic Seaming Machine Operator,51-6031,146.5,132.8,-13.7,-9.3,12.7,"26,420",No formal educational credential,8,None,4,Short-term on-the-job training,5
Recreation workers    * Activities Aide* Activities Assistant* Activities Coordinator* Activities Leader* Camp Counselor* Playground Worker* Recreation Activities Coordinator* Recreation Assistant* Recreational Aide,39-9032,417.1,458.7,41.5,10,70.2,"26,350",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Telemarketers    * Inbound Telemarketer* Outbound Telemarketer* Telemarketer* Telemarketing Sales Representative* Telephone Solicitor* Telesales Representative* Telesales Specialist,41-9041,136.9,117.5,-19.4,-14.2,15.5,"26,290",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Hairdressers, hairstylists, and cosmetologists    * Beautician* Cosmetologist* Funeral Home Makeup Artist* Hair Colorist* Hair Stylist* Hair and Makeup Designer* Hairdresser* Hairpiece Stylist* Wedding Makeup Artist* Wig Stylist",39-5012,656.1,641.8,-14.2,-2.2,70.6,"26,090",Postsecondary nondegree award,5,None,4,None,6
"Packers and packagers, hand    * Bagger* Carton Wrapper* Egg Packer* Gift Wrapper* Grocery Store Bagger* Meat Packager* Meat Wrapper* Utility Bagger",53-7064,640.8,609.9,-30.9,-4.8,75.8,"25,910",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Ambulance drivers and attendants, except emergency medical technicians    * Ambulance Attendant* Emergency Medical Services (EMS) Driver* Emergency Medical Services Driver",53-3011,14.9,16.3,1.4,9.4,1.7,"25,890",High school diploma or equivalent,7,None,4,Moderate-term on-the-job training,4
Driver/sales workers    * Bakery Deliverer* Bobtailer* Delivery Sales worker* Newspaper Deliverer* Newspaper Delivery Driver* Pizza Delivery Driver* Route Sales Person* Route Salesperson* Sales Route Driver,53-3031,487.4,501.9,14.5,3,51.3,"25,860",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Cleaners of vehicles and equipment    * Aircraft Cleaner* Auto Cleaner* Auto Detailer* Automobile Detailer* Beer Coil Cleaner* Boat Detailer* Bus Cleaner* Bus Washer* Car Wash Attendant* Car Washer* Equipment Cleaner* Machine Cleaner* Railroad Car Cleaner* Truck Washer,53-7061,408.4,423.1,14.7,3.6,53.9,"25,800",No formal educational credential,8,None,4,Short-term on-the-job training,5
Manicurists and pedicurists    * Fingernail Sculptor* Nail Technician* Pedicurist,39-5092,155.3,185.2,29.9,19.2,20.4,"25,770",Postsecondary nondegree award,5,None,4,None,6
Gambling change persons and booth cashiers    * Mutuel Teller* Slot Attendant,41-2012,21.7,22.2,0.5,2.5,3.8,"25,690",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Graders and sorters, agricultural products    * Apple Sorter* Cherry Sorter* Cotton Grader* Egg Grader* Fruit Sorter* Meat Grader* Oyster Sorter* Peanut Grader* Potato Sorter* Seed Sorter* Strawberry Sorter* Vegetable Sorter* Wool Grader",45-2041,38.3,38.3,0,0,5,"25,670",No formal educational credential,8,None,4,Short-term on-the-job training,5
Baggage porters and bellhops    * Baggage Porter* Bell Staff* Bellperson* Bellstaff* Hotel Baggage Handler* Luggage Attendant* Redcap* Skycap,39-6011,40.6,42.8,2.2,5.3,5.6,"25,580",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Farmworkers and laborers, crop, nursery, and greenhouse    * Cane Cutter* Carrot Harvester* Citrus Picker* Corn Picker* Cotton Picker* Crop Picker* Flower Picker* Greenhouse Transplanter* Harvest Worker* Harvester* Orchard Hand* Orchard Worker* Pecan Gatherer* Pepper Picker* Vineyard Tender",45-2092,566.5,587.9,21.4,3.8,85.8,"25,440",No formal educational credential,8,None,4,Short-term on-the-job training,5
Home health and personal care aides,31-1120,"3,439.70","4,599.20","1,159.50",33.7,568.8,"25,280",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Retail salespersons    * Automotive Salesperson* Department Store Salesperson* Menswear Salesperson* New Car Salesperson* Pet Supplies Salesperson* Pets Salesperson* Shoe Salesperson* Used Car Salesperson* Women's Apparel Salesperson,41-2031,"4,371.40","4,346.30",-25.1,-0.6,568.1,"25,250",No formal educational credential,8,None,4,Short-term on-the-job training,5
Automotive and watercraft service attendants    * Auto Service Station Attendant* Gas Pump Attendant* Gas Station Attendant* Gas and Oil Servicer* Oil Changer* Pump Jockey* Service Station Attendant,53-6031,118.8,121.6,2.8,2.4,16.3,"25,200",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Cooks, short order    * Griddle Attendant* Griddle Cook* Grill Cook* Short Order Fry Cook* Snack Bar Cook",35-2015,154.7,147.9,-6.8,-4.4,18.9,"25,150",No formal educational credential,8,None,4,Short-term on-the-job training,5
Motion picture projectionists    * Chief Projectionist* Film Projector Operator* Motion Picture Operator* Motion Picture Projectionist* Movie Projectionist* Projector Booth Operator* Stereoptician,39-3021,4.7,4.1,-0.5,-11.2,0.9,"25,150",No formal educational credential,8,None,4,Short-term on-the-job training,5
Parking attendants    * Auto Parker* Car Jockey* Parking Attendant* Parking Ramp Attendant* Valet Parker* Valet Runner,53-6021,149.8,160.6,10.9,7.2,22.8,"25,140",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Locker room, coatroom, and dressing room attendants    * Athletic Equipment Manager* Bathhouse Attendant* Checkroom Attendant* Cloak Room Attendant* Coat Checker* Ladies Locker Room Attendant* Locker Room Attendant* Locker Room Manager* Locker Room Supervisor* Washroom Attendant",39-3093,16.8,18.1,1.4,8.1,3.8,"25,110",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Food preparation and serving related workers, all other    * Kitchen Steward",35-9099,74.1,79.2,5.1,6.9,12.6,"24,970",No formal educational credential,8,None,4,Short-term on-the-job training,5
Maids and housekeeping cleaners    * Chambermaid* Cleaning Maid* Cottage Attendant* Domestic Maid* House Cleaner* Housekeeping Aide* Housekeeping Staff* Motel Maid* Ward Maid,37-2012,"1,474.90","1,470.70",-4.1,-0.3,181.5,"24,850",No formal educational credential,8,None,4,Short-term on-the-job training,5
Food preparation workers    * Deli Clerk* Deli Slicer* Food Preparer* Fruit and Vegetable Parer* Salad Maker* Sandwich Maker,35-2021,886.7,877.2,-9.5,-1.1,139.4,"24,800",No formal educational credential,8,None,4,Short-term on-the-job training,5
Animal caretakers    * Animal Care Giver* Animal Care Technician* Animal Caregiver* Animal Daycare Provider* Animal Groomer* Animal Shelter Worker* Animal Sitter* Aquarist* Aquarium Tank Attendant* Cat and Dog Bather* Dog Bather* Dog Beautician* Dog Groomer* Dog Sitter* Horse Exerciser* Kennel Aide* Kennel Attendant* Kennel Helper* Kennel Worker* Pet Feeder* Pet Groomer* Pet Sitter* Pet Stylist* Zookeeper,39-2021,300.7,369.5,68.8,22.9,54.9,"24,780",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Gambling and sports book writers and runners    * Betting Clerk* Bookie* Casino Floor Runner* Keno Runner* Keno Writer* Race Book Writer* Race and Sports Book Writer* Sports Book Board Attendant* Sportsbook Ticket Writer,39-3012,10.4,10.8,0.4,3.7,1.6,"24,750",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Hotel, motel, and resort desk clerks    * Assistant Innkeeper* Hotel Desk Clerk* Hotel Front Desk Clerk* Hotel Registration Clerk* Motel Clerk* Motel Front Desk Attendant* Resort Desk Clerk",43-4081,276.5,257.4,-19.1,-6.9,38.5,"24,470",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
"Food servers, nonrestaurant    * Boat Hop* Hospital Food Service Worker* Room Service Food Server",35-3041,284.6,303.9,19.3,6.8,45.1,"24,430",No formal educational credential,8,None,4,Short-term on-the-job training,5
Childcare workers    * Au Pair* Baby Sitter* Before and After School Daycare Worker* Childcare Aide* Childcare Attendant* Childcare Worker* Day Care Attendant* Day Care Worker* Daycare Aide* Daycare Provider* Governess* Nanny* Nursery Day Care Worker* Playground Aide,39-9011,"1,146.40","1,165.90",19.5,1.7,160.2,"24,230",High school diploma or equivalent,7,None,4,Short-term on-the-job training,5
Laundry and dry-cleaning workers    * Drycleaner* Launderer* Laundress* Laundry Attendant* Laundry Equipment Operator* Laundry Operator* Laundry Sorter* Laundry Worker* Precision Dyer,51-6011,215.2,215.6,0.5,0.2,25.6,"24,220",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Pressers, textile, garment, and related materials    * Clothes Ironer* Clothes Presser* Clothing Presser* Garment Presser* Pants Presser* Shirt Presser* Silk Presser* Wool Presser",51-6021,38.3,31.1,-7.2,-18.9,2.9,"24,190",No formal educational credential,8,None,4,Short-term on-the-job training,5
Dishwashers    * Dish Room Worker* Dishwasher* Silverware Cleaner,35-9021,522.3,524.7,2.4,0.5,77.6,"23,970",No formal educational credential,8,None,4,Short-term on-the-job training,5
Bartenders    * Barkeep* Bartender* Drink Mixer* Mixologist* Taproom Attendant,35-3011,654.7,693.1,38.4,5.9,108.7,"23,680",No formal educational credential,8,None,4,Short-term on-the-job training,5
Cashiers    * Cash Register Operator* Check Out Cashier* Fare Collector* Grocery Checker* Hotel  Dining Room Cashier* Snack Bar Cashier* Toll Booth Operator* Toll Collector,41-2011,"3,600.90","3,335.50",-265.3,-7.4,558.6,"23,650",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Cooks, fast food    * Fast Food Cook* Fast Food Fry Cook* Fryline Attendant",35-2011,534,462.3,-71.6,-13.4,57.3,"23,510",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Ushers, lobby attendants, and ticket takers    * Drive-In Theater Attendant* Lobby Attendant* Theater Usher* Ticket Attendant* Ticket Collector* Usher",39-3031,139,143.7,4.7,3.3,31.9,"23,500",No formal educational credential,8,None,4,Short-term on-the-job training,5
Dining room and cafeteria attendants and bartender helpers    * Banquet Set Up Person* Bar Back* Barback* Buffet Attendant* Bus Person* Busser* Lunchroom Attendant,35-9011,488,519.9,31.9,6.5,83,"23,470",No formal educational credential,8,None,4,Short-term on-the-job training,5
"Lifeguards, ski patrol, and other recreational protective service workers    * Beach Lifeguard* Certified Ski Patroller* Life Guard* OEC Technician* Outdoor Emergency Care Technician* Pool Lifeguard* Ski Patrol",33-9092,149.8,163.3,13.5,9,39.3,"23,420",No formal educational credential,8,None,4,Short-term on-the-job training,5
Amusement and recreation attendants    * Amusement Park Worker* Animal Ride Attendant* Arcade Attendant* Carnival Worker* Ferris Wheel Operator* Golf Caddy* Ice Rink Attendant* Ride Operator* Rides Attendant* Ski Lift Attendant* Ski Lift Operator* Sports Complex Attendant,39-3091,357.7,394.7,37,10.3,81.8,"23,370",No formal educational credential,8,None,4,Short-term on-the-job training,5
